"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","45","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","100","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","128","6","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","60","2","0.000000","0","60"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","69","3","0.000000","0","23"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","272","6","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","272","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","96","2","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","272","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","272","6","0.000000","0","0"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","0","108","116","2","180.801300","0","116"
"/Game/textureSpheres/M_TrapingAreaWall.M_TrapingAreaWall","0","14","14","1","20.318598","0","14"
"/Game/textureSpheres/M_tree2.M_tree2","0","14","14","1","20.084824","0","14"
"/Game/textureSpheres/M_WoodenSmallTree.M_WoodenSmallTree","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/M_TRee1.M_TRee1","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/M_Torus1.M_Torus1","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/portal/M_Torus1.M_Torus1","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/M_woodenBox.M_woodenBox","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/M_TrapingAreaRoof.M_TrapingAreaRoof","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/M_RockStairs.M_RockStairs","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/portal/M_PortalSphere.M_PortalSphere","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/portal/M_PortalBase.M_PortalBase","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/M_NotAPath3.M_NotAPath3","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/M_NotAPath1.M_NotAPath1","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/M_icefloor.M_icefloor","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/traps/M_ArrowWall.M_ArrowWall","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/traps/M_GearGRinder.M_GearGRinder","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/M_TrapingAreaFloor.M_TrapingAreaFloor","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/M_PathCorner.M_PathCorner","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/M_PathStraightFreshlyDug.M_PathStraightFreshlyDug","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/traps/M_GearEXsplodingTRap.M_GearEXsplodingTRap","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/traps/M_CRystalCAnnon.M_CRystalCAnnon","0","15","16","1","21.569027","0","16"
"/Game/textureSpheres/traps/M_CRystalCAnnonTop.M_CRystalCAnnonTop","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/attack/M_SPhere.M_SPhere","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/attack/M_ATtackSphere2.M_ATtackSphere2","0","14","0","1","0.000000","0","0"
"/Game/textureSpheres/M_Minion.M_Minion","0","26","26","1","36.625629","0","26"
"/Game/textureSpheres/M_Leaves.M_Leaves","0","20","20","1","32.003208","0","20"
"/Game/textureSpheres/M_Grass.M_Grass","0","22","22","1","35.086243","0","22"
"/Game/textureSpheres/M_charater.M_charater","0","26","26","1","38.254662","0","26"
"/Game/materials/M_CrystalColor.M_CrystalColor","49","14","14","1","15.361154","0","14"
"/Game/Meshes/brush/Material.Material","49","14","14","1","16.122707","0","14"
"/Game/Meshes/Material.Material","49","14","14","1","0.000000","0","14"
"/Game/materials/M_Trap.M_Trap","49","14","14","1","12.485378","0","14"
"/Game/materials/M_preview.M_preview","49","20","20","1","20.754646","0","20"
"/Game/materials/M_Masking.M_Masking","49","14","14","1","13.458326","0","14"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","49","32","37","1","31.665215","0","37"
"/Game/textureSpheres/M-rock3.M-rock3","49","14","14","1","24.152334","0","14"
"/Game/textureSpheres/M_rock2.M_rock2","49","14","14","1","0.000000","0","14"
"/Game/textureSpheres/M_Rock1.M_Rock1","49","14","14","1","0.000000","0","14"
"/Game/textureSpheres/portal/M_PortalSphere.M_PortalSphere","49","14","14","1","27.316454","0","0"
"/Game/textureSpheres/portal/M_PortalBase.M_PortalBase","49","14","14","1","0.000000","0","0"
"/Game/textureSpheres/M_NotAPath3.M_NotAPath3","49","14","14","1","19.301802","0","0"
"/Game/textureSpheres/M_NotAPath1.M_NotAPath1","49","14","14","1","15.986980","0","0"
"/Game/textureSpheres/M_icefloor.M_icefloor","49","14","14","1","15.746641","0","0"
"/Game/textureSpheres/traps/M_ArrowWall.M_ArrowWall","49","14","14","1","14.207745","0","0"
"/Game/textureSpheres/traps/M_GearGRinder.M_GearGRinder","49","14","14","1","1.437261","0","0"
"/Game/textureSpheres/M_TrapingAreaFloor.M_TrapingAreaFloor","49","14","14","1","0.000000","0","0"
"/Game/textureSpheres/M_PathCorner.M_PathCorner","49","14","14","1","0.000000","0","0"
"/Game/textureSpheres/M_PathStraightFreshlyDug.M_PathStraightFreshlyDug","49","14","14","1","0.000000","0","0"
"/Game/textureSpheres/traps/M_GearEXsplodingTRap.M_GearEXsplodingTRap","49","14","14","1","0.000000","0","0"
"/Game/textureSpheres/traps/M_CRystalCAnnon.M_CRystalCAnnon","49","15","16","1","15.431912","0","16"
"/Game/textureSpheres/traps/M_CRystalCAnnonTop.M_CRystalCAnnonTop","49","14","14","1","0.000000","0","0"
"/Game/textureSpheres/attack/M_SPhere.M_SPhere","49","14","14","1","0.000000","0","0"
"/Game/textureSpheres/attack/M_ATtackSphere2.M_ATtackSphere2","49","14","14","1","0.000000","0","0"
"/Game/textureSpheres/M_Minion.M_Minion","49","26","26","1","29.791916","0","26"
"/Game/textureSpheres/M_Leaves.M_Leaves","49","20","20","1","25.505735","0","20"
"/Game/textureSpheres/M_Grass.M_Grass","49","22","22","1","30.100292","0","22"
"/Game/textureSpheres/M_charater.M_charater","49","26","26","1","30.688841","0","26"
"/Game/textureSpheres/M_TrapingAreaWall.M_TrapingAreaWall","49","14","14","1","16.400612","0","14"
"/Game/textureSpheres/M_tree2.M_tree2","49","14","14","1","18.911829","0","14"
"/Game/textureSpheres/M_WoodenSmallTree.M_WoodenSmallTree","49","14","14","1","0.000000","0","0"
"/Game/textureSpheres/M_TRee1.M_TRee1","49","14","14","1","15.107842","0","0"
"/Game/textureSpheres/M_Torus1.M_Torus1","49","14","14","1","0.000000","0","0"
"/Game/textureSpheres/portal/M_Torus1.M_Torus1","49","14","14","1","0.000000","0","0"
"/Game/textureSpheres/M_woodenBox.M_woodenBox","49","14","14","1","0.000000","0","0"
"/Game/textureSpheres/M_TrapingAreaRoof.M_TrapingAreaRoof","49","14","14","1","12.752844","0","0"
"/Game/textureSpheres/M_RockStairs.M_RockStairs","49","14","14","1","0.000000","0","0"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","49","116","124","2","122.076706","0","124"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","8","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","20","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","31","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","0","26","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","96","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","26","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","61","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","5","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","11","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","17","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","5","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","0","26","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","0","4","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset03.BasicAsset03","49","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","7","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","54","2","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","64","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","64","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","64","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","11","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","11","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","127","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","66","6","0.000000","0","5"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","970","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","33","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","61","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","0","4","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","0","12","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","100","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","49","0","136","6","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","49","0","60","2","0.000000","0","60"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","0","69","3","0.000000","0","23"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","66","1","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","0","280","6","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","92","1","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","49","0","280","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","49","0","96","2","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","49","0","280","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","49","0","280","6","0.000000","0","0"
